workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
325,condition1,yes,0.49,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with a fire or explosion that is instigated by an outside force results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,yes,50,10,29612,controversial,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,yes,0.55,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when an entry to the policyholder's home that is forced open by first responders causing damage to the policyholder's property.""</b>",yes,Emergency Damages,yes,60,11,33132,uncovered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.7,"Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",no,House Removal,no,75,12,35767,controversial,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.62,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain is wielded by an adverse third party. This incident causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,60,13,53500,controversial,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.88,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,yes,90,14,40387,covered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,yes,0.88,"One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when an outside force that induces ground movement or landslip causes damage to the policyholder's property.""</b>",yes,Ground Heave,no,90,15,23165,controversial,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.74,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional. This incident results in damage to the policyholder's property.""</b>",no,Trace And Access,yes,75,16,46900,uncovered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
9,condition1,no,0.82,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,hail damage,no,75,3,38857,filler_uncovered,0,30,Yes,,2,2,Male,English,0,No problems.,AA,Chrome,Mac,1440,2560,10.384733333333331,
9,condition1,no,0.84,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as <b>loss as a result of theft to the policyholder's car or car accessories.</b>",yes,vehicle theft,no,60,4,46096,filler_covered,0,30,Yes,,2,2,Male,English,0,No problems.,AA,Chrome,Mac,1440,2560,10.384733333333331,
9,condition1,yes,0.82,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident that occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.""</b>",yes,escape of oil,no,85,5,43399,controversial,0,30,Yes,,2,2,Male,English,0,No problems.,AA,Chrome,Mac,1440,2560,10.384733333333331,
9,condition1,yes,1,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident that occurs when an internal source that abruptly and unexpectedly leaks water results in damage to the policyholder's property.""</b>",yes,escape of water,no,99,6,42077,covered,0,30,Yes,,2,2,Male,English,0,No problems.,AA,Chrome,Mac,1440,2560,10.384733333333331,
9,condition1,yes,1,"One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with an accidental injury that is produced in a vehicular collision results in damage to the policyholder's person.""</b>",yes,personal accident,yes,99,7,39128,covered,0,30,Yes,,2,2,Male,English,0,No problems.,AA,Chrome,Mac,1440,2560,10.384733333333331,
9,condition1,no,0.73,"Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",no,house removal,no,70,8,56119,controversial,0,30,Yes,,2,2,Male,English,0,No problems.,AA,Chrome,Mac,1440,2560,10.384733333333331,
